2020/1/1,5.6
2020/2/1,5.7
2020/3/1,7.9
2020/4/1,13.1
2020/5/1,13.7
2020/6/1,12.5
2020/7/1,10.9
2020/8/1,10.2
2020/9/1,9.2
2020/10/1,9
2020/11/1,8.6
2020/12/1,8.8
2021/1/1,9.4
2021/2/1,8.2
2021/3/1,7.5
2021/4/1,8.1
2021/5/1,8.2
2021/6/1,7.8
2021/7/1,7.5
2021/8/1,7.1
2021/9/1,6.9
2021/10/1,6.7
2021/11/1,6
2021/12/1,5.9
