week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_partially,numtotal_fully,numtotal_additional,proptotal_atleast1dose,proptotal_partially,proptotal_fully,proptotal_additional,num18plus_atleast1dose,num18plus_partially,num18plus_fully,num18plus_additional,prop18plus_atleast1dose,prop18plus_partially,prop18plus_fully,prop18plus_additional,num5plus_atleast1dose,num5plus_partially,num5plus_fully,num5plus_additional,prop5plus_atleast1dose,prop5plus_partially,prop5plus_fully,prop5plus_additional,numeligible_atleast1dose,numeligible_partially,numeligible_fully,numeligible_additional,propeligible_atleast1dose,propeligible_partially,propeligible_fully,propeligible_additional,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_atleast1dose,propweekdelta_fully
2021-11-27,12,Nova Scotia,Nouvelle-Écosse,823590,33542,790048,,83.02,3.38,79.64,,768267,30083,738184,,92.98,3.64,89.34,,823590,33542,790048,,86.64,3.53,83.11,,823585,33542,790043,,93.13,3.79,89.34,,,,,
2021-11-27,13,New Brunswick,Nouveau-Brunswick,648231,35675,612556,,82.14,4.52,77.61,,599871,31039,568832,,91.81,4.75,87.06,,648231,35675,612556,,85.72,4.72,81.01,,644924,33950,610974,,91.89,4.84,87.05,,,,,
2021-11-27,24,Quebec,Québec,6879321,218085,6661236,,79.95,2.53,77.42,,6355530,147637,6207893,,90.75,2.11,88.65,,6879166,217930,6661236,,84.07,2.66,81.41,,6828506,169031,6659475,,90.65,2.24,88.41,,,,,
2021-11-27,35,Ontario,Ontario,11678129,424276,11253853,,78.77,2.86,75.90,,10730685,331466,10399219,,88.86,2.74,86.11,,11674491,423358,11251133,,82.72,3,79.72,,11589857,369735,11220122,,88.89,2.84,86.06,,,,,
2021-11-27,46,Manitoba,Manitoba,1066767,42014,1024753,,77.09,3.04,74.06,,975123,29628,945495,,90.75,2.76,87.99,,1066688,41963,1024725,,81.96,3.22,78.73,,1059143,34424,1024719,,90.06,2.93,87.13,,,,,
2021-11-27,47,Saskatchewan,Saskatchewan,886045,60314,825731,,75.10,5.11,69.99,,794919,39152,755767,,87.59,4.31,83.28,,886011,60280,825731,,80.04,5.45,74.59,,869575,45537,824038,,87.23,4.57,82.66,,,,,
2021-11-27,48,Alberta,Alberta,3351130,201792,3149338,,75.43,4.54,70.89,,3004749,139288,2865461,,86.62,4.02,82.60,,3269144,157616,3111528,,78.13,3.77,74.36,,3269144,157616,3111528,,86.22,4.16,82.06,,,,,
2021-11-27,59,British Columbia,Colombie-Britannique,4194552,156093,4038459,,80.44,2.99,77.44,,3926129,139761,3786368,,90.45,3.22,87.23,,4194552,156093,4038459,,84.05,3.13,80.92,,4191866,155756,4036110,,90.25,3.35,86.9,,,,,
2021-11-27,60,Yukon,Yukon,33787,1535,32252,,78.68,3.57,75.10,,31576,1389,30187,,90.94,4.00,86.94,,33787,1535,32252,,83.04,3.77,79.27,,33764,1535,32229,,90.36,4.11,86.25,,,,,
2021-11-27,61,Northwest Territories,Territoires du Nord-Ouest,32005,1582,30423,,73.62,3.64,69.98,,28875,1135,27740,,87.02,3.42,83.60,,32005,1582,30423,,78.68,3.89,74.79,,31726,1359,30367,,86.74,3.72,83.03,,,,,
2021-11-27,62,Nunavut,Nunavut,27082,3134,23948,,68.73,7.95,60.78,,23603,2694,20909,,94.46,10.78,83.68,,27082,3134,23948,,76.66,8.87,67.79,,27074,3134,23940,,92,10.65,81.35,,,,,
2021-12-04,1,Canada,Canada,30604426,1526928,29077498,,80.02,3.99,76.03,,27883348,861654,27021694,,89.90,2.78,87.13,,30600096,1525032,29075064,,84.16,4.19,79.96,,30018381,973558,29044823,,89.65,2.91,86.75,,,,,
2021-12-04,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,468499,26627,441872,,90.00,5.12,84.89,,427513,15708,411805,,97.98,3.60,94.38,,468484,26622,441862,,93.51,5.31,88.2,,459536,17711,441825,,98.24,3.79,94.46,,,,,
2021-12-04,11,Prince Edward Island,Île-du-Prince-Édouard,139463,6616,132847,,84.87,4.03,80.85,,127974,4239,123735,,95.18,3.15,92.03,,139463,6616,132847,,88.7,4.21,84.5,,137651,4804,132847,,94.65,3.3,91.35,,,,,
2021-12-04,12,Nova Scotia,Nouvelle-Écosse,833699,39445,794254,,84.04,3.98,80.06,,770468,28598,741870,,93.25,3.46,89.79,,833699,39445,794254,,87.7,4.15,83.55,,826208,31960,794248,,93.43,3.61,89.81,,,,,
2021-12-04,13,New Brunswick,Nouveau-Brunswick,655872,40604,615268,,83.10,5.14,77.96,,601019,29740,571279,,91.98,4.55,87.43,,655823,40555,615268,,86.73,5.36,81.37,,646182,32519,613663,,92.06,4.63,87.43,,,,,
2021-12-04,24,Quebec,Québec,7008027,327557,6680470,,81.45,3.81,77.64,,6367108,144940,6222168,,90.92,2.07,88.85,,7007864,327394,6680470,,85.64,4,81.64,,6841776,167632,6674144,,90.83,2.23,88.6,,,,,
2021-12-04,35,Ontario,Ontario,11809917,552716,11257201,,79.66,3.73,75.93,,10772834,305363,10467471,,89.21,2.53,86.68,,11805957,551148,11254809,,83.65,3.91,79.75,,11591277,342033,11249244,,88.9,2.62,86.28,,,,,
2021-12-04,46,Manitoba,Manitoba,1089070,60231,1028839,,78.70,4.35,74.35,,977411,28464,948947,,90.96,2.65,88.31,,1088992,60179,1028813,,83.67,4.62,79.05,,1062067,33263,1028804,,90.31,2.83,87.48,,,,,
2021-12-04,47,Saskatchewan,Saskatchewan,907326,76388,830938,,76.90,6.47,70.43,,796721,36608,760113,,87.79,4.03,83.75,,907278,76345,830933,,81.96,6.9,75.06,,871858,42649,829209,,87.46,4.28,83.18,,,,,
2021-12-04,48,Alberta,Alberta,3365876,212747,3153129,,75.76,4.79,70.97,,3023098,130425,2892673,,87.15,3.76,83.39,,3365859,212731,3153128,,80.44,5.08,75.36,,3287675,147628,3140047,,86.7,3.89,82.81,,,,,
2021-12-04,59,British Columbia,Colombie-Britannique,4231616,176214,4055402,,81.15,3.38,77.77,,3934723,132505,3802218,,90.64,3.05,87.59,,4231616,176214,4055402,,84.79,3.53,81.26,,4201079,147507,4053572,,90.45,3.18,87.27,,,,,
2021-12-04,60,Yukon,Yukon,33945,1472,32473,,79.04,3.43,75.62,,31712,1330,30382,,91.33,3.83,87.50,,33945,1472,32473,,83.43,3.62,79.81,,33929,1472,32457,,90.8,3.94,86.86,,,,,
2021-12-04,61,Northwest Territories,Territoires du Nord-Ouest,33175,2519,30656,,76.31,5.79,70.52,,28977,1010,27967,,87.32,3.04,84.28,,33175,2519,30656,,81.56,6.19,75.36,,31839,1217,30622,,87.05,3.33,83.72,,,,,
2021-12-04,62,Nunavut,Nunavut,27941,3792,24149,,70.91,9.62,61.29,,23790,2724,21066,,95.21,10.90,84.30,,27941,3792,24149,,79.09,10.73,68.36,,27304,3163,24141,,92.78,10.75,82.03,,,,,
2021-12-11,1,Canada,Canada,30990291,1824718,29165573,1905500,81.03,4.77,76.26,8.71,27934517,835832,27098685,1903352,90.07,2.69,87.37,10.84,30985992,1822675,29163317,1905476,85.22,5.01,80.2,9.18,30076518,945973,29130545,1905463,89.83,2.83,87,10.01,,,,
2021-12-11,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,476178,31969,444209,,91.48,6.14,85.33,,428159,14298,413861,,98.13,3.28,94.86,,476159,31960,444199,,95.04,6.38,88.66,,460339,16174,444165,,98.41,3.46,94.96,,,,,
2021-12-11,11,Prince Edward Island,Île-du-Prince-Édouard,140731,7384,133347,,85.65,4.49,81.15,,128244,4071,124173,,95.38,3.03,92.35,,140731,7384,133347,,89.51,4.7,84.81,,137936,4589,133347,,94.85,3.16,91.69,,,,,
2021-12-11,12,Nova Scotia,Nouvelle-Écosse,852630,53415,799215,,85.95,5.38,80.56,,775259,28885,746374,,93.83,3.50,90.33,,852629,53414,799215,,89.69,5.62,84.07,,831477,32297,799180,,94.02,3.65,90.37,,,,,
2021-12-11,13,New Brunswick,Nouveau-Brunswick,663510,46207,617303,,84.07,5.85,78.22,,602091,28986,573105,,92.15,4.44,87.71,,663443,46140,617303,,87.74,6.1,81.63,,647331,31648,615683,,92.23,4.51,87.72,,,,,
2021-12-11,24,Quebec,Québec,7118234,419433,6698801,,82.73,4.87,77.85,,6378212,142460,6235752,,91.08,2.03,89.04,,7118068,419267,6698801,,86.99,5.12,81.86,,6854698,166650,6688048,,91,2.21,88.79,,,,,
2021-12-11,35,Ontario,Ontario,11944371,655365,11289006,1105619,80.56,4.42,76.14,7.46,10793213,295300,10497913,1104313,89.38,2.45,86.93,9.14,11940438,653660,11286778,1105596,84.6,4.63,79.97,7.83,11613794,331095,11282699,1105594,89.08,2.54,86.54,8.48,,,,
2021-12-11,46,Manitoba,Manitoba,1102066,73879,1028187,118840,79.64,5.34,74.30,8.59,973204,25268,947936,118696,90.57,2.35,88.22,11.05,1102014,73839,1028175,118839,84.67,5.67,79,9.13,1058114,29953,1028161,118839,89.97,2.55,87.43,10.11,,,,
2021-12-11,47,Saskatchewan,Saskatchewan,915965,80811,835154,162273,77.63,6.85,70.79,13.75,798216,34558,763658,162118,87.95,3.81,84.15,17.86,915922,80773,835149,162273,82.74,7.3,75.44,14.66,873741,40334,833407,162273,87.65,4.05,83.6,16.28,,,,
2021-12-11,48,Alberta,Alberta,3398445,230667,3167778,505844,76.49,5.19,71.30,11.39,3030472,124917,2905555,505301,87.36,3.60,83.76,14.57,3398427,230650,3167777,505844,81.22,5.51,75.71,12.09,3296015,141354,3154661,505833,86.92,3.73,83.2,13.34,,,,
2021-12-11,59,British Columbia,Colombie-Britannique,4280705,215740,4064965,,82.09,4.14,77.95,,3942870,132195,3810675,,90.83,3.05,87.79,,4280705,215740,4064965,,85.77,4.32,81.45,,4209795,146159,4063636,,90.64,3.15,87.49,,,,,
2021-12-11,60,Yukon,Yukon,34499,2042,32457,,80.33,4.75,75.58,,31663,1303,30360,,91.19,3.75,87.44,,34499,2042,32457,,84.79,5.02,79.77,,33893,1444,32449,,90.71,3.86,86.84,,,,,
2021-12-11,61,Northwest Territories,Territoires du Nord-Ouest,33654,2922,30732,12924,77.41,6.72,70.69,29.73,28950,932,28018,12924,87.24,2.81,84.43,38.95,33654,2922,30732,12924,82.73,7.18,75.55,31.77,31825,1127,30698,12924,87.01,3.08,83.93,35.34,,,,
2021-12-11,62,Nunavut,Nunavut,29303,4884,24419,,74.37,12.39,61.97,,23964,2659,21305,,95.90,10.64,85.26,,29303,4884,24419,,82.95,13.82,69.12,,27560,3149,24411,,93.65,10.7,82.95,,,,,
2021-12-18,1,Canada,Canada,31280821,2027738,29253083,3021969,81.79,5.30,76.49,13.28,27991005,815976,27175029,3018576,90.25,2.63,87.62,16.52,31276839,2025912,29250927,3021936,86.02,5.57,80.44,14,30139436,925725,29213711,3021921,90.01,2.76,87.25,15.26,,,,
2021-12-18,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,483543,37319,446224,,92.89,7.17,85.72,,428944,13285,415659,,98.31,3.04,95.27,,483522,37308,446214,,96.51,7.45,89.07,,461290,15112,446178,,98.62,3.23,95.39,,,,,
2021-12-18,11,Prince Edward Island,Île-du-Prince-Édouard,142326,8571,133755,,86.62,5.22,81.40,,128514,3964,124550,,95.58,2.95,92.63,,142326,8571,133755,,90.52,5.45,85.07,,138235,4480,133755,,95.05,3.08,91.97,,,,,
2021-12-18,12,Nova Scotia,Nouvelle-Écosse,864395,62873,801522,,87.13,6.34,80.79,,776664,28231,748433,,94.00,3.42,90.58,,864394,62872,801522,,90.93,6.61,84.32,,833086,31591,801495,,94.2,3.57,90.63,,,,,
2021-12-18,13,New Brunswick,Nouveau-Brunswick,672076,56442,615634,102350,85.16,7.15,78.00,12.97,603699,32007,571692,102064,92.39,4.90,87.50,15.62,671992,56358,615634,102350,88.87,7.45,81.41,13.54,649089,35051,614038,102350,92.48,4.99,87.48,14.58,,,,
2021-12-18,24,Quebec,Québec,7201341,485263,6716078,,83.69,5.64,78.05,,6388831,140365,6248466,,91.23,2.00,89.22,,7201168,485090,6716078,,88,5.93,82.08,,6867123,166016,6701107,,91.17,2.2,88.96,,,,,
2021-12-18,35,Ontario,Ontario,12038634,719357,11319277,1847948,81.20,4.85,76.35,12.46,10815755,289630,10526125,1845999,89.56,2.40,87.16,15.29,12035056,717911,11317145,1847916,85.27,5.09,80.19,13.09,11638306,325034,11313272,1847914,89.26,2.49,86.77,14.17,,,,
2021-12-18,46,Manitoba,Manitoba,1113721,82750,1030971,186408,80.48,5.98,74.50,13.47,974967,24729,950238,186196,90.73,2.30,88.43,17.33,1113666,82708,1030958,186407,85.57,6.35,79.21,14.32,1060270,29359,1030911,186407,90.16,2.5,87.66,15.85,,,,
2021-12-18,47,Saskatchewan,Saskatchewan,921321,81783,839538,219157,78.09,6.93,71.16,18.58,799776,32947,766829,218944,88.13,3.63,84.49,24.12,921282,81744,839538,219157,83.22,7.38,75.84,19.8,875525,38455,837070,219157,87.83,3.86,83.97,21.98,,,,
2021-12-18,48,Alberta,Alberta,3423483,241363,3182120,636857,77.06,5.43,71.62,14.33,3037813,119704,2918109,636143,87.57,3.45,84.12,18.34,3423452,241333,3182119,636857,81.82,5.77,76.05,15.22,3304240,135453,3168787,636844,87.14,3.57,83.57,16.80,,,,
2021-12-18,59,British Columbia,Colombie-Britannique,4321212,240986,4080226,,82.86,4.62,78.24,,3951606,126473,3825133,,91.03,2.91,88.12,,4321212,240986,4080226,,86.58,4.83,81.76,,4219107,139712,4079395,,90.84,3.01,87.83,,,,,
2021-12-18,60,Yukon,Yukon,35246,2729,32517,10172,82.07,6.35,75.72,23.69,31693,1265,30428,10172,91.28,3.64,87.64,29.30,35246,2729,32517,10172,86.63,6.71,79.92,25,33915,1398,32517,10172,90.77,3.74,87.03,27.22,,,,
2021-12-18,61,Northwest Territories,Territoires du Nord-Ouest,33892,2985,30907,13547,77.96,6.87,71.09,31.16,29015,858,28157,13528,87.44,2.59,84.85,40.77,33892,2985,30907,13547,83.32,7.34,75.98,33.3,31902,1030,30872,13547,87.22,2.82,84.41,37.04,,,,
2021-12-18,62,Nunavut,Nunavut,29631,5317,24314,5530,75.20,13.49,61.71,14.03,23728,2518,21210,5530,94.96,10.08,84.88,22.13,29631,5317,24314,5530,83.87,15.05,68.82,15.65,27348,3034,24314,5530,92.93,10.31,82.62,18.79,,,,
2021-12-25,1,Canada,Canada,31469712,2143361,29326351,5161087,82.29,5.60,76.68,18.35,28064506,824653,27239853,5154900,90.49,2.66,87.83,22.66,31466611,2142281,29324330,5161051,86.54,5.89,80.65,19.31,30215285,935749,29279536,5161036,90.24,2.79,87.45,20.98,,,,
2021-12-25,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,485454,38134,447320,,93.26,7.33,85.93,,429632,13009,416623,,98.47,2.98,95.49,,485425,38116,447309,,96.89,7.61,89.28,,462056,14785,447271,,98.78,3.16,95.62,,,,,
2021-12-25,11,Prince Edward Island,Île-du-Prince-Édouard,143342,9495,133847,16579,87.23,5.78,81.46,10.09,128666,4010,124656,16574,95.70,2.98,92.71,12.33,143342,9495,133847,16579,91.17,6.04,85.13,10.54,138409,4562,133847,16579,95.17,3.14,92.03,11.40,,,,
2021-12-25,12,Nova Scotia,Nouvelle-Écosse,868894,65563,803331,,87.59,6.61,80.98,,776674,26602,750072,,94.00,3.22,90.78,,868893,65562,803331,,91.4,6.9,84.51,,832992,29692,803300,,94.19,3.36,90.83,,,,,
2021-12-25,13,New Brunswick,Nouveau-Brunswick,675662,58206,617456,138892,85.61,7.38,78.24,17.60,604990,31602,573388,138501,92.59,4.84,87.76,21.20,675575,58119,617456,138892,89.34,7.69,81.65,18.37,650473,34618,615855,138892,92.68,4.93,87.74,19.79,,,,
2021-12-25,24,Quebec,Québec,7237198,506477,6730721,,84.11,5.89,78.22,,6399763,139628,6260135,,91.39,1.99,89.39,,7237022,506301,6730721,,88.44,6.19,82.25,,6879390,166529,6712861,,91.33,2.21,89.12,,,,,
2021-12-25,35,Ontario,Ontario,12114044,761657,11352387,2893501,81.71,5.14,76.57,19.52,10848561,290393,10558168,2889846,89.83,2.40,87.43,23.93,12111348,760958,11350390,2893466,85.81,5.39,80.42,20.5,11671497,326624,11344873,2893464,89.52,2.51,87.01,22.19,,,,
2021-12-25,46,Manitoba,Manitoba,1119954,85987,1033967,267469,80.94,6.21,74.72,19.33,976841,24375,952466,267100,90.91,2.27,88.64,24.86,1119900,85945,1033955,267468,86.05,6.6,79.44,20.55,1062339,29018,1033321,267468,90.33,2.47,87.87,22.74,,,,
2021-12-25,47,Saskatchewan,Saskatchewan,925019,80761,844258,274126,78.40,6.85,71.56,23.23,801437,32249,769188,273810,88.31,3.55,84.75,30.17,924980,80722,844258,274126,83.56,7.29,76.26,24.76,877012,37588,839424,274126,87.97,3.77,84.2,27.50,,,,
2021-12-25,48,Alberta,Alberta,3442633,250552,3192081,819331,77.49,5.64,71.85,18.44,3045372,118303,2927069,818163,87.79,3.41,84.38,23.58,3442614,250534,3192080,819331,82.28,5.99,76.29,19.58,3311666,133567,3178099,819318,87.34,3.52,83.81,21.61,,,,
2021-12-25,59,British Columbia,Colombie-Britannique,4358089,274971,4083118,720329,83.57,5.27,78.30,13.81,3967989,139814,3828175,720065,91.41,3.22,88.19,16.59,4358089,274971,4083118,720329,87.32,5.51,81.81,14.43,4236122,153267,4082855,720329,91.2,3.3,87.9,15.51,,,,
2021-12-25,60,Yukon,Yukon,35563,2969,32594,10969,82.81,6.91,75.90,25.54,31746,1242,30504,10969,91.43,3.58,87.85,31.59,35563,2969,32594,10969,87.4,7.3,80.11,26.96,33968,1374,32594,10969,90.91,3.68,87.23,29.36,,,,
2021-12-25,61,Northwest Territories,Territoires du Nord-Ouest,33892,2985,30907,13547,77.96,6.87,71.09,31.16,29015,858,28157,13528,87.44,2.59,84.85,40.77,33892,2985,30907,13547,83.32,7.34,75.98,33.3,31902,1030,30872,13547,87.22,2.82,84.41,37.04,,,,
2021-12-25,62,Nunavut,Nunavut,29968,5604,24364,6344,76.06,14.22,61.83,16.10,23820,2568,21252,6344,95.33,10.28,85.05,25.39,29968,5604,24364,6344,84.83,15.86,68.97,17.96,27459,3095,24364,6344,93.31,10.52,82.79,21.56,,,,
2022-01-01,1,Canada,Canada,31574216,2191307,29382909,6334490,82.56,5.73,76.83,22.52,28104736,823730,27281006,6325861,90.62,2.66,87.96,27.81,31571057,2190182,29380875,6334454,86.83,6.02,80.8,23.7,30257650,935101,29322549,6334437,90.37,2.79,87.57,25.75,,,,
2022-01-01,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,485985,38233,447752,,93.36,7.34,86.01,,430073,13063,417010,,98.57,2.99,95.58,,485958,38217,447741,,97,7.63,89.37,,462525,14822,447703,,98.88,3.17,95.71,,,,,
2022-01-01,11,Prince Edward Island,Île-du-Prince-Édouard,143567,9582,133985,20365,87.37,5.83,81.54,12.39,128894,4087,124807,20359,95.86,3.04,92.83,15.14,143567,9582,133985,20365,91.31,6.09,85.22,12.95,138636,4651,133985,20365,95.33,3.2,92.13,14.00,,,,
2022-01-01,12,Nova Scotia,Nouvelle-Écosse,872959,68440,804519,,88.00,6.90,81.10,,778124,27040,751084,,94.18,3.27,90.90,,872958,68439,804519,,91.83,7.2,84.63,,834696,30209,804487,,94.38,3.42,90.97,,,,,
2022-01-01,13,New Brunswick,Nouveau-Brunswick,677537,59472,618065,154227,85.85,7.54,78.31,19.54,605506,31539,573967,153714,92.67,4.83,87.84,23.53,677447,59382,618065,154227,89.59,7.85,81.74,20.4,651011,34548,616463,154227,92.75,4.92,87.83,21.97,,,,
2022-01-01,24,Quebec,Québec,7251365,512282,6739083,,84.27,5.95,78.32,,6406155,138874,6267281,,91.48,1.98,89.49,,7251189,512106,6739083,,88.61,6.26,82.36,,6886552,166596,6719956,,91.42,2.21,89.21,,,,,
2022-01-01,35,Ontario,Ontario,12160616,785012,11375604,3683520,82.02,5.29,76.73,24.84,10864654,293172,10571482,3678445,89.97,2.43,87.54,30.46,12157866,784272,11373594,3683485,86.14,5.56,80.59,26.1,11689240,329227,11360013,3683483,89.65,2.53,87.13,28.25,,,,
2022-01-01,46,Manitoba,Manitoba,1122812,87130,1035682,322516,81.14,6.30,74.85,23.31,977581,24038,953543,321991,90.98,2.24,88.74,29.97,1122756,87086,1035670,322515,86.27,6.69,79.57,24.78,1063185,28577,1034608,322514,90.4,2.43,87.97,27.42,,,,
2022-01-01,47,Saskatchewan,Saskatchewan,927823,78816,849007,309791,78.64,6.68,71.96,26.26,802898,31888,771010,309325,88.47,3.51,84.96,34.08,927784,78777,849007,309791,83.81,7.12,76.69,27.98,878261,37097,841164,309791,88.1,3.72,84.38,31.08,,,,
2022-01-01,48,Alberta,Alberta,3456323,256700,3199623,971948,77.79,5.78,72.02,21.88,3052288,118165,2934123,970318,87.99,3.41,84.58,27.97,3456303,256681,3199622,971948,82.6,6.13,76.47,23.23,3317965,133176,3184789,971934,87.5,3.51,83.99,25.63,,,,
2022-01-01,59,British Columbia,Colombie-Britannique,4375218,283692,4091526,837573,83.90,5.44,78.46,16.06,3973724,137166,3836558,837245,91.54,3.16,88.38,19.29,4375218,283692,4091526,837573,87.67,5.68,81.98,16.78,4241976,150658,4091318,837573,91.33,3.24,88.08,18.03,,,,
2022-01-01,60,Yukon,Yukon,35601,2938,32663,12146,82.90,6.84,76.06,28.28,31749,1175,30574,12146,91.44,3.38,88.06,34.98,35601,2938,32663,12146,87.5,7.22,80.28,29.85,33974,1311,32663,12146,90.92,3.51,87.42,32.51,,,,
2022-01-01,61,Northwest Territories,Territoires du Nord-Ouest,34101,3076,31025,14518,78.44,7.08,71.37,33.40,29097,818,28279,14432,87.69,2.47,85.22,43.49,34101,3076,31025,14518,83.83,7.56,76.27,35.69,31999,974,31025,14518,87.49,2.66,84.83,39.69,,,,
2022-01-01,62,Nunavut,Nunavut,30309,5934,24375,7886,76.92,15.06,61.86,20.01,23993,2705,21288,7886,96.02,10.83,85.19,31.56,30309,5934,24375,7886,85.79,16.8,69,22.32,27630,3255,24375,7886,93.89,11.06,82.83,26.80,,,,
2022-01-08,1,Canada,Canada,31719560,2235154,29484406,7935159,82.94,5.84,77.10,28.21,28168072,820881,27347191,7922162,90.82,2.65,88.18,34.82,31715850,2233388,29482462,7935119,87.22,6.14,81.08,29.69,30324057,933720,29390337,7935099,90.57,2.79,87.78,32.26,,,,
2022-01-08,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,488197,39502,448695,,93.78,7.59,86.20,,430830,12972,417858,,98.74,2.97,95.77,,488167,39483,448684,,97.44,7.88,89.56,,463346,14702,448644,,99.06,3.14,95.91,,,,,
2022-01-08,11,Prince Edward Island,Île-du-Prince-Édouard,144370,10162,134208,25106,87.86,6.18,81.68,15.28,129084,4058,125026,25095,96.01,3.02,92.99,18.66,144370,10162,134208,25106,91.82,6.46,85.36,15.97,138837,4629,134208,25106,95.47,3.18,92.28,17.26,,,,
2022-01-08,12,Nova Scotia,Nouvelle-Écosse,875792,70937,804855,,88.28,7.15,81.13,,778350,27116,751234,,94.20,3.28,90.92,,875789,70934,804855,,92.13,7.46,84.67,,835092,30272,804820,,94.43,3.42,91.01,,,,,
2022-01-08,13,New Brunswick,Nouveau-Brunswick,681137,61296,619841,189741,86.30,7.77,78.54,24.04,606732,31141,575591,188978,92.86,4.77,88.09,28.92,681043,61202,619841,189741,90.06,8.09,81.97,25.09,652316,34123,618193,189741,92.94,4.86,88.08,27.03,,,,
2022-01-08,24,Quebec,Québec,7272970,518939,6754031,,84.53,6.03,78.49,,6417635,138707,6278928,,91.64,1.98,89.66,,7272791,518760,6754031,,88.88,6.34,82.54,,6899319,166950,6732369,,91.59,2.22,89.38,,,,,
2022-01-08,35,Ontario,Ontario,12221966,797190,11424776,4685193,82.43,5.38,77.06,31.60,10894131,295152,10598979,4677481,90.21,2.44,87.77,38.73,12218679,795824,11422855,4685154,86.57,5.64,80.94,33.2,11720191,332242,11387949,4685152,89.89,2.55,87.34,35.93,,,,
2022-01-08,46,Manitoba,Manitoba,1128297,88988,1039309,407054,81.54,6.43,75.11,29.42,979632,23683,955949,406287,91.17,2.20,88.96,37.81,1128240,88942,1039298,407053,86.69,6.83,79.85,31.28,1065393,28283,1037110,407049,90.59,2.4,88.19,34.61,,,,
2022-01-08,47,Saskatchewan,Saskatchewan,932891,74641,858250,360540,79.07,6.33,72.74,30.56,805278,31565,773713,359912,88.73,3.48,85.25,39.66,932850,74600,858250,360540,84.27,6.74,77.53,32.57,880514,36634,843880,360540,88.33,3.67,84.65,36.17,,,,
2022-01-08,48,Alberta,Alberta,3473133,262625,3210508,1135364,78.17,5.91,72.26,25.55,3060787,117726,2943061,1132922,88.23,3.39,84.84,32.66,3473114,262607,3210507,1135364,83.01,6.28,76.73,27.13,3326029,132474,3193555,1135350,87.72,3.49,84.22,29.94,,,,
2022-01-08,59,British Columbia,Colombie-Britannique,4400247,298601,4101646,1093632,84.38,5.73,78.65,20.97,3980673,134143,3846530,1093177,91.70,3.09,88.61,25.18,4400247,298601,4101646,1093632,88.17,5.98,82.18,21.91,4249248,147926,4101322,1093632,91.48,3.18,88.3,23.55,,,,
2022-01-08,60,Yukon,Yukon,35735,3032,32703,14349,83.21,7.06,76.15,33.41,31734,1124,30610,14349,91.40,3.24,88.16,41.33,35735,3032,32703,14349,87.83,7.45,80.38,35.27,33967,1264,32703,14349,90.91,3.38,87.52,38.40,,,,
2022-01-08,61,Northwest Territories,Territoires du Nord-Ouest,34201,3126,31075,15149,78.67,7.19,71.48,34.85,29101,779,28322,14985,87.70,2.35,85.35,45.16,34201,3126,31075,15149,84.08,7.68,76.39,37.24,32014,939,31075,15149,87.53,2.57,84.96,41.42,,,,
2022-01-08,62,Nunavut,Nunavut,30624,6115,24509,9031,77.72,15.52,62.20,22.92,24105,2715,21390,8976,96.47,10.87,85.60,35.92,30624,6115,24509,9031,86.68,17.31,69.38,25.56,27791,3282,24509,9031,94.43,11.15,83.28,30.69,,,,
2022-01-15,1,Canada,Canada,31887372,2263287,29624085,9419805,83.38,5.92,77.46,33.49,28252324,822247,27430077,9402809,91.09,2.65,88.44,41.33,31883035,2260984,29622051,9419757,87.68,6.22,81.47,35.24,,,,,,,,,,,,
2022-01-15,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,488197,39502,448695,,93.78,7.59,86.20,,430830,12972,417858,,98.74,2.97,95.77,,488167,39483,448684,,97.44,7.88,89.56,,,,,,,,,,,,,
2022-01-15,11,Prince Edward Island,Île-du-Prince-Édouard,146111,11479,134632,38282,88.92,6.99,81.93,23.30,129523,4078,125445,38264,96.33,3.03,93.30,28.46,146111,11479,134632,38282,92.93,7.3,85.63,24.35,,,,,,,,,,,,
2022-01-15,12,Nova Scotia,Nouvelle-Écosse,880861,72792,808069,,88.79,7.34,81.45,,781558,27208,754350,,94.59,3.29,91.30,,880860,72791,808069,,92.66,7.66,85.01,,,,,,,,,,,,,
2022-01-15,13,New Brunswick,Nouveau-Brunswick,683508,58263,625245,226283,86.60,7.38,79.22,28.67,607950,27602,580348,225242,93.05,4.22,88.82,34.47,683414,58169,625245,226283,90.38,7.69,82.69,29.92,,,,,,,,,,,,
2022-01-15,24,Quebec,Québec,7304116,530230,6773886,,84.89,6.16,78.72,,6436893,144602,6292291,,91.92,2.06,89.85,,7303928,530042,6773886,,89.26,6.48,82.78,,,,,,,,,,,,,
2022-01-15,35,Ontario,Ontario,12295318,800830,11494488,5534649,82.93,5.40,77.53,37.33,10930341,298597,10631744,5524688,90.51,2.47,88.04,45.75,12291868,799201,11492667,5534604,87.09,5.66,81.43,39.22,,,,,,,,,,,,
